,Input,Output,Result
1683,"USER USER USER USER Kain kafan yg biasa dipake muslim utk bungkus mayat adlh tradisi/adat//budaya Yahudi.\n\nYohanes 19:40 \nMereka mengambil mayat Yesus,mengapaninya dengan kain lenan dan membubuhinya dengan rempah-rempah menurut",kain kafan dipakai muslim bungkus mayat tradisi adat budaya yahudi yohanes 19 40 mengambil mayat yesus mengafaninya kain lenan membubuhinya rempah rempah,negative
1684,USER USER Marah Umat lo....\nEmang gue fikirin....\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\nMati ajah sonoh...minum kencing onta',marah umat gue pikirkan mati minum kencing,negative
1685,USER USER USER USER Biar daerah sekitar bandung berkembang pesat seperti jatinangor sumedang... seperti juga sekitaran cengkareng berkembang ke daan mogot serpong kamal dll ... otomatis dengan infrastruktur yg terus dibangun jar,biar daerah bandung berkembang pesat jatinangor sumedang sekitaran cengkareng berkembang daan mogot serpong kamal otomatis infrastruktur dibangun jar,positive
1686,"""Kalau mau jujur partai yang mewakili Islam itu hanya PPP"". ; ; Hal ini disampaikan Habib Saggaf Al-Jufri, Ketua Utama Al-Khairat, ketika saya Bersilaturrahmi di kediaman beliau. Menambah keyakinan serta semangat saya untuk berjuang demi umat, bangsa dan n",jujur partai mewakili islam ppp habib saggaf al jufri ketua utama al khairat bersilaturahmi kediaman beliau menambah keyakinan semangat berjuang umat bangsa,neutral
1687,USER Tu gembrot opp mukanya bulet pipi nya offside lehernya ga keliatan WKWK URL,opp mukanya bulat pipi nya offside lehernya wkwk,negative
1688,"Mbah Soleh :"" Miras Oplosan, Pelarian Warga Akibat Masalah Ekonomi: Sosiolog UI Paulus Wirutomo menyebut permasalahan ekonomi danâ?¦",mbah saleh minuman keras oplosan pelarian warga akibat ekonomi sosiolog oi paulus wirutomo menyebut permasalahan ekonomi dana,neutral
1689,"USER Plonga plongo...pah poh..dlongap dlongop..; Tp mau melaporkan ahlinya filsafah.; Mmg yg terdepan kedunguannya,semoga klo hukum tdk berat sebelah dan pak USER tdk terbukti menistakan agama. Si janda USER ini akan dituntut balik",plonga plongo pah poh plonga plongo melaporkan ahlinya filsafah terdepan kedunguannya semoga hukum berat sebelah  terbukti menistakan agama sih janda  dituntut,negative
1690,USER USER USER USER USER USER katanya indonesia lenyap 2030... punya pujaan TOLOL ya pengikutnya lebih TOLOL... dan bencong... anak nya pun ikut BENCONG..',indonesia lenyap 2030 pujaan ya pengikutnya anak nya,negative
1691,Bembem paling kampret memang *ngakak sampe besok* \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 URL,badan eksekutif mahasiswa tertawa besok,negative
1692,"Warga Banjar Sandan, Desa Bangli -Baturiti menyatakan sikap dukung Pilkada Bali damai, tolak Hoax",warga banjar sandang desa bangli baturiti sikap dukung pilihan kepala daerah bali damai tolak hoaks,neutral
1693,"USER Maklum prof, yg teriak2 pst gk mengenal kristen. Saya katolik, dan tema gereja katolik thn ini adalah ""amalkan pancasila. Kita bhineka, kita indonesia"". Krn kt percaya, dimanapun kt ditempatkan disitulah kt hrs mengamalkan iman2 kita'",maklum prof teriak teriak mengenal kristen katolik tema gereja katolik amalkan pancasila bineka indonesia percaya dimanapun ditempatkan disitulah mengamalkan iman iman,negative
1694,"Pengen juga lagi ngentot diciumin gini, dimanjain gini ahhh idaman bgt topnya URL",diciumi dimanjakan ah idaman banget topnya,negative
1695,"USER USER USER USER USER Bedanya yg dulu kepemilikan RI hanya kurang dari 10%, yg sekarang lebih dari 51%.\nPerlu diketahui Freeport bukan maling, ia perusahaan resmi yg diberi ijin syah oleh rezim terdahulu",bedanya kepemilikan ri 10 51 freepo maling perusahaan resmi izin syah,negative
1696,"USER Betul, ada konspirasi Yahudi didlmnya kita juga ga tau.'",konspirasi yahudi didalamnya tau,negative
1697,USER tai jijay markojay',markojay,negative
1698,"indonesia negaraHukum! sementara jokowi ubah indonesia mjd negara kekuasaan,yg makar Jokowi! lengserkan jokowi",indonesia negara hukum jokowi ubah indonesia negara kekuasaan makar jokowi lengserkan jokowi,negative
1699,USER Dasar ckck maho',dasar wkwk manusia,negative
1700,USER USER USER USER USER Budaya Yahudi?? Yahudi itu agama abraham yg awalnya adalah murni tp seiring jaman menjadi tidak murni. Tentu ada bagian2 yg sama dengan Islam &amp; Kristen. Dgn Islam sama2 tidak makan babi ataupun m,budaya yahudi yahudi agama abraham murni seiring jaman murni islam amp kristen islam makan,negative
1701,USER USER USER USER USER \nNajis mogoladoh USER',mugholadoh,negative
1702,"USER Sebelumnya pake casio juga rin, diameternya lebih besar bulet gitu ga bikin cungkring. Tapi lupa serienya karena udah rusak pun :"")'",pakai casio rin diameternya bulat bikin lupa serinya rusak,negative
1703,Mabuk-ksbb-mrebesmili. Cupu!',mabuk keingat mrebes mili,negative
1704,RT USER USER kata rakyat kecil makin lama kalian makin tidak jelas..,rakyat,negative
1705,"Coba kalo prabowo,sampe level OB aja bakal disebut perannya,jokowi ini hanya klaim saja,turunkan!!! URL",coba prabowo level office boy perannya jokowi klaim turunkan,negative
1706,Bantu share lur..; USER USER USER USER USER USER USER USER USER,bantu bagikan bro,negative
1707,USER halah kampret. baru mau ngirim',alah mengirim,negative
1708,"Insya Allah, pemimpin bersatu dengan ulama ulama hanif , Indonesia berkah . Amiin.; ;",insya allah pemimpin bersatu ulama ulama hanif indonesia berkah amin,negative
1709,"RT USER: Masa jm 7 an udah mu tidur,, ya aq gangguin terus km..maljum ngentot, jumat malem kudu ngentot lg sama dek nung. URL",jam 7 an mu tidur ya mengganggu km malam jumat jumat malam dek nung,negative
1710,"Orang Cina mah bebas selama si mukidi ada; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #PlongaPlongo #DunningKrugerEffect",orang cina bebas sih mukidi keahlian 1 tukang tipu ketulungan plonga plongo mengakibatkan optimisme 2019 ganti presiden plonga plongo dunning kruger effect,negative
1711,"USER USER Lah terserah gua dong, gua kan mau ngatain cebong. . Haha Lucu banget cebong kapir satu ni , awalnya sok iye ujuk2 ngasih data pengen kelihatan pinter di mata cebong2 yang lain haha, gak sadar dia keceplosan keterusan ngatain agama i",terserah gue gue memaki haha lucu banget nih sok iya data pintar mata haha sadar keceplosan keterusan memaki agama i,negative
1712,"Bioskop, Transisi Ekonomi Ala Arab Saudi",bioskop transisi ekonomi ala arab saudi,negative
1713,"Liat orang lagi sulit bisa bisanya gamau bantu, liat ntar pas lu susah gaada yang bantu mampus lu tai.'",lihat orang sulit bisanya bantu lihat pas susah bantu,positive
1714,"USER Ade ustad yg otaknye nangkring di dengkul sampai susah jalan kalau gak dibantu amplop, tetep dibiarin NgOCEh ngalor kidul.\nAde ustad miara jenggot bandot, doyannya jd provokator, nyantai2 aja die, gak diapa-apain.\nAde ustad perutnye bun",adek ustad otaknya nangkring dengkul susah jalan dibantu amplop dibiarkan mengoceh utara kidul adek ustad memelihara jenggot doyannya provokator bersantai santai diapa apakan adek ustad perutnya bun,negative
1715,EANJINK AWAS AJA SAMPE SI BIRU2 ITU BAWA ORANG KE BACKSTAGE GUA SLEPET PAKE AHGABONG BODO',eh awas sih biru biru bawa orang back stage gue kepret pakai ahgabong,negative
1716,USER USER USER USER USER USER USER USER USER USER Yg dua ini cocok dikatain SONTOLOYO\xf0\x9f\x98\x81\xf0\x9f\x98\x81 EMANG BOM KAMPUNG GA BISA KASI MATI ORANG.',cocok diejek bom kampung kasih mati orang,negative
1717,USER USER Luar biasa seorang Gubernur disambut oleh Presiden,gubernur disambut presiden,negative
1718,USER Ngentot dong',,negative
1719,USER Sekelas presiden gak paham aturan. Indonesia bisa hancur kalo gini terus. #2019GantiPresiden,sekelas presiden paham aturan indonesia hancur 2019 ganti presiden,negative
1720,USER Cindy mau ngewe',cindy,negative
1721,Antek komunis nya jelas sekali... Yang teriak huuuu ke Bp. Taufik Ismail -hafizhahullah URL,nya teriak huuuu taufik ismail hafizhahullah,negative
1722,"Pada momen kegiatan budaya ini, telah direncanakan akan ada ribuan warga Baduy yang membanjiri Kota Serang.; #ExcitingBantenOnSebaBaduy; ; #GenpiCilegon",momen kegiatan budaya direncanakan ribuan warga badui membanjiri kota serang exciting banten seba baduy generasi pesona indonesia cilegon,neutral
1723,ccd anjir sinyal',sinyal,negative
1724,\xe2\x80\x9c. . .\xe2\x80\x9d\n\nMemperhatikan warga pasar yang masih asing bagi dirinya dalam diam.',memperhatikan warga pasar diam,negative
1725,"\xf0\x9f\x8c\xb9Tomohon juga merupakan pusat pembelajaran agama Kristen dan Katolik. Ada tempat khusus untuk berdoa dan meditasi yang disebut Bukit Kasih, sebuah tempat suci yang indah dan tenang. #TomohonInternationalFlowerFestival'",pusat pembelajaran agama kristen katolik khusus berdoa meditasi bukit kasih suci indah tenang tomohon international flower festival,positive
1726,USER USER Kepentingan nasional? Ngomong sama ember sono!! Ngomong gak punya data. Cm modal congor ama ludah. Nenek2 bunting juga bisa',kepentingan nasional berbicara ember berbicara data modal ludah nenek nenek bunting,negative
1727,USER pantat balita mulai bopeng y',balita bopeng iya,negative
1728,USER USER USER USER USER Menghadapi cebong harus santai mbak..kalo kt santai tp ngeselin bikin cebong emosi tinggi\xf0\x9f\x98\x82\xf0\x9f\x98\x82',menghadapi santai mbak santai mengesalkan bikin emosi,positive
1729,"USER Bravo USER ...buah tak jatuh jauh dari pohonnya. Kl pohonnya baik buahnya baik, kl pohonnya congor buruk...buahnya ?'",bravo  buah jatuh pohonnya pohonnya buahnya pohonnya buruk buahnya,negative
1730,RT USER USER Ada yg aneh dgn bpk USER klo KPK di bubarkan yg OTT maling2 rakyat Siapa???,aneh  komisi pemberantasan korupsi bubarkan ott maling maling rakyat,negative
1731,"Selain karena faktor alam, kerawanan lainnya karena faktor non-teknis seperti adanya pelemparan terhadap KA yang sedang melintas.",faktor alam kerawanan faktor non teknis pelemparan kakak melintas,negative
1732,USER USER Seorang Pemimpin yg Baik &amp; berkualiti adlh yg senantiasa mencari jalan Penyelesaian yg kondusif buat rakyat bukan hanya bijak menggelak dgn menyalahkan orang lain....Akhir zaman ramai di kalangan umatku adlh orang munafik islam s,pemimpin amp berkualitas senantiasa mencari jalan penyelesaian kondusif rakyat bijak menggelak menyalahkan orang zaman ramai kalangan umatku orang islam si,negative
1733,"Aparat sipil,TNI, Polri yg belum punya rumah akan di sediakan presiden jokowi. 17 April 2018.",aparat sipil tentara nasional indonesia kepolisian republik indonesia rumah sediakan presiden jokowi 17 april 2018,neutral
1734,"Gosip itu dibuat oleh orang iri, disebarkan oleh orang bodoh, dan diterima oleh orang idiot\xe2\x80\xa6 URL",gosip orang iri disebarkan orang diterima orang,negative
1735,RT USER USER mohon dibantu saudara-saudara Ahmadiyah Depok masjidnya disegel Pemda.Dulu pemilihan presiden coblos Jokowi-Jk.,mohon dibantu saudara saudara ahmadiyah depok masjidnya disegel pemerintah daerah pemilihan presiden coblos jokowi,neutral
1736,USER USER hehe biasaaaa.. ga nyanggup debat trs gw dituduh China.. typical bani kampret.',hehe menyanggupi debat gue dituduh cina tipikal,negative
1737,USER Dimanfaatkan utk politik rezim...',dimanfaatkan politik,negative
1738,USER JOKOWI - AHY VS PRABOWO - (Blm tau siapa ); #2019gantipresiden; #2019presidenbaru; #AsalbukanJokowi,jokowi agus harimurti yudhoyono lawan prabowo tau 2019 ganti presiden 2019 presiden jokowi,neutral
1739,"USER USER USER Siapa tuh ustad gim gim gitu namanya, lupa aku, yang minta ujaran Cebong dan Kampret dihentikan. Yang semestinya dihentikan adalah ujaran Kafir, Dajjal, dll yang lebih tak pantas. \xf0\x9f\x98\x9b\xf0\x9f\x98\x9b\xf0\x9f\",ustad gim gim namanya lupa ujaran dihentikan semestinya dihentikan ujaran dajjal,negative
1740,USER Boleh deh nangkring asal jangan nangkring di pohon ya nanti susah bedain kamu sama kunti',deh nangkring nangkring pohon ya susah bedakan,positive
1741,BURUNG DARA TERBANG KE HULU ; BURUNG NURI SAYAPNYA BIRU ; SATUKAN SUARA SAAT PEMILU ; KITA PILIH PRESIDEN BARU ; ; MANCING IKAN DI WAKTU MALAM; IKAN DIMAKAN DICAMPUR KETAN ; AYO MENANGKAN PARTAI ISLAM ; KITA HANCURKAN PARTAI SYETAN ! ; ; ALLAHU AKBAR..,burung dara terbang hulu burung nuri sayapnya biru satukan suara pemilihan pilih presiden mancing ikan malam ikan dimakan dicampur ketan ayo menangkan partai islam hancurkan partai allahu akbar,negative
1742,"USER USER Kalau Khalifah bagaimana Prof. ? \nKan sudah sunatullah pastinya ? \nTuhan tidak menunjuk malaikat maka dari itu ada yang iri hati dan nggak setuju, kemudian dinamakan Iblis. \nTugas manusia sbg Khalifatullah untuk mengambil Hikmah (kebijaksanaan) dari keduanya. \n\n\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",khalifah prof sunatullah pastinya tuhan malaikat iri hati setuju dinamakan tugas manusia khalifatullah mengambil hikmah kebijaksanaan,negative
1743,"USER USER Dimana pun, yg menggunakan sistem pemilihan langsung, incumbent selalu diuntungkan. Oleh karenanya masa jabatan presiden dibatasi. Kalo tdk bisa2 32 th dipimpin oleh satu presiden.",dimana sistem pemilihan langsung incumbent diuntungkan jabatan presiden dibatasi 32 dipimpin presiden,negative
1744,"Telah berlangsung pernikahan di kepala saya: Teknologi, Alam, dan Budaya. Sekiranya akan lahir keturunan yang membuat sesiapa saja ternganga ð???",pernikahan kepala teknologi alam budaya lahir keturunan ternganga,negative
1745,Ya Allah signal axis geblek banget dah',ya allah sinyal axis banget,negative
1746,USER TAU AH NGOMONG AJA SAMA ONTA!',tau ah berbicara,negative
1747,USER Jempolnya kelebihan bacot',jempolnya kelebihan,negative
1748,USER Lagi membela diri sekaligus nyari pembelaan ini tuh? Sekalian carsen juga ya? \n\nGua kalo jadi lu kaga bangga belajar 2 mapel doang asu.',membela mencari pembelaan cari sensasi ya gue bangga belajar 2 mata pelajaran doang,negative
1749,Besok besok kalo agak budek slaahin pentagon',besok besok salahkan pentagon,negative
1750,USER Bawang putih orang kafir... China paham komunis... Awas bawang putihnya tar bikin negara di Indonesia',bawang putih orang cina paham awas bawang putihnya tar bikin negara indonesia,negative
1751,USER Wkwkwk admin USER tolol kuadrat',wkwk admin  kuadrat,negative
1752,Sebelumnya 3 bank BUMN tersebut meminjam uang dari China. Kepada publik pemerintah mengatakan pinjaman tersebut untuk bangun infrastruktur. Tapi nyatanya sebagian besar digunakan untuk memfasilitasi China menguasai Newmont. Ini adalah perbuatan kongkalik,3 bank badan usaha milik negara meminjam uang cina publik pemerintah pinjaman bangun infrastruktur memfasilitasi cina menguasai newmont perbuatan kongkalikong,negative
1753,Jatim anti berita Hoax Pilkada Damai,jawa timur anti berita hoaks pilihan kepala daerah damai,neutral
1754,Masih kepikiran juga sama air mineral yg tadi pagi baru diminum dikit pas nyetir tapi ngga sempet habisin karna kebelet eek yg akhirnya keburu imsak.',kepikiran air mineral pagi diminum pas menyetir habiskan kebelet keburu imsak,neutral
1755,"USER USER USER Weh gimana ini,bisa gawat citranya ASU....'",weh gawat citranya,negative
1756,USER zonk ini antek orde baru..yah sah sah aja mimpi balik ke orde baru..',apes orde ya sah sah mimpi orde,negative
1757,Potensi lokasi harus kita pelajari untuk daerah atas menoreh sabrangkidul Purwosari Girimulyo sangat cocok untuk bertanam salak pendongkrak ekonomi sehari-hari,potensi lokasi pelajari daerah menoreh sabrang kidul purwosari girimulyo cocok bertanam salak pendongkrak ekonomi sehari,negative
1758,"Tweet in English tak bermakna dia ""Bajet Hot"".; ; Tweet banyak melayu tak bermakna dia ""So Kampung"".; ; Tweet Islam tak bermakna dia ""Bajet Alim""",twit in english bermakna budget hot twit melayu bermakna sok kampung twit islam bermakna budget alim,negative
1759,USER Waduh yang begini mending bikin google form aja takutnya yg ngerep diusilin sama cowok2 bejad:(',mending bikin google borang takutnya ngerap diusili cowok cowok,negative
1760,"USER Halah tai. Kacang lupa kulitnya ngatain JYP :""'",alah kacang lupa kulitnya memaki jyp,negative
1761,USER Ga munafik seokjin hyung lebih cocok soft',seok jin hyung cocok lembut,positive
1762,"cinta memang tidak buta. cinta yaitu suatu hal yang murni, luhur serta dibutuhkan. yang buta yaitu seandainya cinta itu menguasai dirimu tanpa satu pertimbangan'",cinta cinta murni luhur dibutuhkan seandainya cinta menguasai dirimu pertimbangan,positive
1763,USER USER Islam nusantara ngga ada bedanya sama cebong nusantara',islam nusantara bedanya nusantara,positive
1764,"Tiba2 pada sadar bahwa bahasa ""kampret-cebong"" tdk pantas..setelah sekian lama menebar bahasa dg segala SARA dan kebencian...?? Trs kata2 ""KAFIR, CINA, PKI..dsb...?? #MUNAFIK.'",sadar bahasa sekian menebar bahasa sara kebencian cina partai indonesia,negative
1765,"USER USER USER USER bukan hanya KORUP oom, PDIP ternyata punya banyak skill terpendam\n\nURL",korup om partai demokrasi indonesia perjuangan skill terpendam,negative
1766,Aye senang banget dengan melihat foto ini... Kemesraan Presiden Jokowi dengan Ulama,aye senang banget foto kemesraan presiden jokowi ulama,positive
